"Item Id","Sold Date","Canceled Date","Completed Date","Item Title","Order Status","Shipped to State","Shipped from State","Item Price","Buyer Shipping Fee","Seller Shipping Fee","Mercari Selling Fee","Payment Processing Fee Charged To Seller","Shipping Adjustment Fee","Penalty Fee","Net Seller Proceeds","Sales Tax Charged to Buyer","Merchant Fees Charged to Buyer","Service Fee Charged to Buyer","Buyer Protection Charged to Buyer","Payment Processing Fee Charged to Buyer"
"m14323477336","2023-09-06","","2023-09-09","Frenchie French Bulldog Halloween Salt & Pepper Shaker Set","Completed","Texas","California","17.00","4.99","0.00","1.70","1.14","0.00","0.00","14.16","1.81","0.00","0.00","0.00","0.00"
"m66781893497","2023-09-02","","2023-09-09","Essentials Collection Skull and 12 Jeweled Makeup Brushes","Completed","Illinois","California","35.00","9.50","0.00","3.50","1.79","0.00","0.00","29.71","4.12","0.00","0.00","0.00","0.00"
"b62395779098","2023-08-30","","2023-09-09","Bundle for Busy Bees","Completed","Massachusetts","California","86.00","9.50","0.00","8.60","3.27","0.00","0.00","74.13","5.38","0.00","0.00","0.00","0.00"
"m70966532253","2023-08-31","","2023-09-09","Paris Eiffel Tower Floral  Multi-Use Utility Tray","Completed","Delaware","California","12.00","9.50","0.00","1.20","1.12","0.00","0.00","9.68","0.00","0.00","0.00","0.00","0.00"
"m74347353293","2023-09-03","","2023-09-10","Farmhouse Wood Birds with Crowns | Tier Tray Decor","Completed","Missouri","California","13.00","9.50","0.00","1.30","1.15","0.00","0.00","10.55","1.44","0.00","0.00","0.00","0.00"
"m77165493398","2023-09-08","","2023-09-11","Peanuts Snoopy Halloween Sherpa Lined Dog Blanket","Completed","California","California","20.00","9.50","0.00","2.00","1.36","0.00","0.00","16.64","1.78","0.00","0.00","0.00","0.00"
"m48524307619","2023-09-01","","2023-09-11","French Farmhouse Sunflower Sink Mats | Set of TWO","Completed","New York","California","14.00","9.50","0.00","1.40","1.18","0.00","0.00","11.42","1.88","0.00","0.00","0.00","0.00"
"m77536117799","2023-09-06","","2023-09-11","Jessica Simpson Vintage Southern Glam Luggage 21” Carryon","Completed","California","California","123.00","14.00","0.00","12.30","4.47","0.00","0.00","106.23","11.69","3.00","0.00","0.00","0.00"
"m75823972908","2023-09-03","","2023-09-12","Jeep Dog Harness Sz Medium NWT","Completed","Florida","California","29.00","7.40","0.00","2.90","1.56","0.00","0.00","24.54","2.55","0.00","0.00","0.00","0.00"
"m73011333915","2023-09-04","","2023-09-12","Freshly Picked Georgia Peach Just Peachy Farmhouse 6-Pc QUEEN Sheet Set","Completed","Georgia","California","45.00","9.50","0.00","4.50","2.08","0.00","0.00","38.42","4.36","0.00","0.00","0.00","0.00"
"m61226573783","2023-09-08","","2023-09-12","Pink Halloween Wicked Witch Sheets QUEEN","Completed","California","California","45.00","10.99","0.00","4.50","2.12","0.00","0.00","38.38","0.00","0.00","0.00","0.00","0.00"
"m56526330384","2023-09-07","","2023-09-13","Gnome Sweet Gnome Mushroom Plush Throw Blanket","Completed","Indiana","California","20.00","9.50","0.00","2.00","1.36","0.00","0.00","16.64","2.07","0.00","0.00","0.00","0.00"
"m92919381387","2023-09-08","","2023-09-14","Halloween Spider Web Cookie Plate with Bat Cookie Cutter NWT | Large","Completed","Pennsylvania","California","21.00","9.50","0.00","2.10","1.38","8.50","0.00","9.02","2.13","0.00","0.00","0.00","0.00"
"m78629694742","2023-09-08","","2023-09-14","Chucky Halloween Door Greeter","Completed","Texas","California","36.00","12.50","0.00","3.60","1.91","0.00","0.00","30.49","3.27","0.00","0.00","0.00","0.00"
"m46475177630","2023-09-13","","2023-09-16","Reserved: Two Halloween Book Boxes","Completed","Utah","California","30.00","9.50","0.00","3.00","1.65","0.00","0.00","25.35","2.18","0.00","0.00","0.00","0.00"
"m44208369128","2023-09-09","","2023-09-16","Paris Eiffel Tower Salad Hors d'oeuvres Appetizer Plates x 4","Completed","Nevada","California","32.00","9.50","0.00","3.20","1.70","0.00","0.00","27.10","2.68","0.00","0.00","0.00","0.00"
"m41336857976","2023-09-09","","2023-09-16","Paris Eiffel Tower Bathroom 4 Pc Vanity Set","Completed","Nevada","California","24.00","10.99","0.00","2.40","1.51","0.00","0.00","20.09","2.01","0.00","0.00","0.00","0.00"
"m26122291823","2023-09-09","","2023-09-18","Godinger Pink Crystal Decanter | 28 oz","Completed","Ohio","California","24.00","9.50","0.00","2.40","1.47","0.00","0.00","20.13","2.26","0.00","0.00","0.00","0.00"
"m31942563394","2023-09-08","","2023-09-18","Steve Madden Black Blivia Tote Bag + Crossbody Set","Completed","Pennsylvania","California","64.00","9.50","0.00","6.40","2.63","0.00","0.00","54.97","5.88","0.00","0.00","0.00","0.00"
"b84340200283","2023-09-09","","2023-09-19","Bundle for Busy Bees","Completed","Massachusetts","California","100.00","14.00","0.00","10.00","3.81","0.00","0.00","86.19","6.25","0.00","0.00","0.00","0.00"
"m16551235093","2023-09-11","","2023-09-19","Juicy Couture Perfume Malibu New!","Completed","Massachusetts","California","26.00","4.99","0.00","2.60","1.40","0.00","0.00","22.00","1.63","0.00","0.00","0.00","0.00"
"m18229930816","2023-09-12","","2023-09-19","Three Glow in the Dark Halloween Throw Blankets","Completed","Wisconsin","California","65.00","10.99","0.00","6.50","2.70","0.00","0.00","55.80","3.80","0.00","0.00","0.00","0.00"
"m71643906365","2023-09-14","","2023-09-20","Ceramic Boho Bowls - Set of 10","Completed","Washington","California","35.00","17.25","0.00","3.50","2.02","0.00","0.00","29.48","4.55","0.00","0.00","0.00","0.00"
"m24609050190","2023-09-15","","2023-09-21","Amanda Greenwood Art Designer Fashion Girl Mug","Completed","Florida","California","14.00","9.50","0.00","1.40","1.18","0.00","0.00","11.42","1.53","0.00","0.00","0.00","0.00"
"m23803759226","2023-09-15","","2023-09-21","Halloween Skull and Black Moth Throw Blanket","Completed","Florida","California","30.00","9.50","0.00","3.00","1.65","0.00","0.00","25.35","2.57","0.00","0.00","0.00","0.00"
"m45145046515","2023-09-13","","2023-09-22","Snake Serpent Front Door Mat NWT","Completed","Texas","California","20.00","9.50","0.00","2.00","1.36","0.00","0.00","16.64","2.43","0.00","0.00","0.00","0.00"
"m95559535384","2023-09-16","","2023-09-23","Haunted Manor Black Cast Iron Metal Spider Hanging Decor","Completed","Wisconsin","California","25.00","9.50","0.00","2.50","1.50","0.00","0.00","21.00","1.90","0.00","0.00","0.00","0.00"
"m79563426465","2023-09-17","","2023-09-23","Frenchie French Bulldog Halloween Salt & Pepper Shaker Set","Completed","Florida","California","15.00","4.99","0.00","1.50","1.08","0.00","0.00","12.42","1.40","0.00","0.00","0.00","0.00"
"m61670615664","2023-09-13","","2023-09-24","Beach Please Outdoor Coastal Throw Pillow","Completed","Florida","California","18.00","9.50","0.00","1.80","1.30","0.00","0.00","14.90","1.93","0.00","0.00","0.00","0.00"
"m14342370834","2023-09-18","","2023-09-24","Farmhouse Lemon Sink Mats | Set of TWO","Completed","North Carolina","California","18.00","7.40","0.00","1.80","1.24","0.00","0.00","14.96","1.71","0.00","0.00","0.00","0.00"
"m55221009524","2023-09-23","","2023-09-27","Vampire Bats Crescent Moon Goth Metal Halloween Wall Decor","Completed","Oregon","California","30.00","10.99","0.00","3.00","1.69","0.00","0.00","25.31","0.00","0.00","0.00","0.00","0.00"
"m26737828581","2023-09-21","","2023-09-28","Farmhouse Cat Kitchen Sink Mat","Completed","Georgia","California","10.00","4.99","0.00","1.00","0.93","0.00","0.00","8.07","1.20","0.00","0.00","0.00","0.00"
"m57482042950","2023-09-25","","2023-09-29","Vibrant Floral Sink Mat - Fits Any Size Sink","Completed","Missouri","California","10.00","7.40","0.00","1.00","1.00","0.00","0.00","8.00","1.15","0.00","0.00","0.00","0.00"
"m38645783668","2023-09-23","","2023-09-29","Pink Halloween Wicked Witch Sheets QUEEN","Completed","Tennessee","California","36.00","10.99","0.00","3.60","1.86","0.00","0.00","30.54","4.35","0.00","0.00","0.00","0.00"
"m36499912112","2023-09-28","","2023-09-29","Vampire Bats Crescent Moon Goth Metal Halloween Wall Decor","Completed","California","California","36.00","10.99","0.00","3.60","1.86","0.00","0.00","30.54","3.20","0.00","0.00","0.00","0.00"
"m27328140845","2023-09-25","","2023-09-29","Farmhouse Shabby Chic Mr & Mrs Wedding Picture Frame","Completed","Oklahoma","California","15.00","9.50","0.00","1.50","1.21","0.00","0.00","12.29","1.29","0.00","0.00","0.00","0.00"
"m79363712660","2023-09-24","","2023-09-30","Ed Hardy Screaming Tiger Bi-Fold Wallet NIB","Completed","Kentucky","California","29.00","4.99","0.00","2.90","1.49","0.00","0.00","24.61","2.04","0.00","0.00","0.00","0.00"
"m28165809917","2023-09-26","","2023-09-30","Rachel Ashwell THE FARMHOUSE Shabby Chic Floral Patchwork QUEEN Sheet Set","Completed","California","California","71.00","10.99","0.00","7.10","2.88","0.00","0.00","61.02","6.66","0.00","0.00","0.00","0.00"
"m43195013421","2023-09-23","","2023-10-03","Gold Dueling King Cobra Snakes Contemporary Decorative Statue Figurine","Completed","New York","California","36.00","9.50","0.00","3.60","1.82","0.00","0.00","30.58","3.64","0.00","0.00","0.00","0.00"
"m67151994133","2023-10-01","","2023-10-04","Five Colourpop Eye Shadow Palettes","Completed","Nevada","California","25.00","7.40","0.00","2.50","1.44","0.00","0.00","21.06","2.09","0.00","0.00","0.00","0.00"
"m19169684512","2023-10-01","","2023-10-06","Too Faced Berry Sexy Set | Full Size Palette & Mascara + Lip Gloss","Completed","Wyoming","California","26.00","4.99","0.00","2.60","1.40","0.00","0.00","22.00","1.30","0.00","0.00","0.00","0.00"
"m90298717960","2023-09-29","","2023-10-06","Paris Eiffel Tower Keepsake Storage Box - Large","Completed","Colorado","California","20.00","7.99","0.00","2.00","1.31","0.00","0.00","16.69","1.32","0.00","0.00","0.00","0.00"
"m44954994660","2023-09-30","","2023-10-06","Reserved: Juicy Couture Cal King Comforter Set & Paris Towels","Completed","California","California","203.00","17.25","0.00","20.30","6.89","0.00","0.00","175.81","18.78","0.00","0.00","0.00","0.00"
"m74975519424","2023-10-01","","2023-10-07","Designer Champagne Bottle Abstract Wall","Completed","Florida","California","58.00","14.00","0.00","5.80","2.59","0.00","0.00","49.61","4.68","0.00","0.00","0.00","0.00"
"m27765510633","2023-09-29","","2023-10-07","Gold Snake Sepent Contemporary Decorative Vase or Candle Votive","Completed","Tennessee","California","25.65","7.99","0.00","2.56","1.48","0.00","0.00","21.61","3.20","0.00","0.00","0.00","0.00"
"m48185046678","2023-10-03","","2023-10-08","Paris Eiffel Tower Decorative Storage Keepsake Box","Completed","California","California","19.00","7.99","0.00","1.90","1.28","0.00","0.00","15.82","1.38","0.00","0.00","0.00","0.00"
"m36346794508","2023-10-06","","2023-10-09","Steve Madden Black Handbag w/ Guitar Strap + Coin Purse | BSHILOH","Completed","California","California","55.00","7.99","0.00","5.50","2.33","0.00","0.00","47.17","5.09","3.00","0.00","0.00","0.00"
"m14779667840","2023-09-30","","2023-10-12","Rachel Ashwell Shabby Chic Pink and White Floral 6 Piece Full Size Sheet Set","Completed","Illinois","California","42.00","10.99","0.00","4.20","2.04","0.00","0.00","35.76","4.37","0.00","0.00","0.00","0.00"
"m35190808370","2023-10-06","","2023-10-13","Johnny Was Workshop Peach Floral Embroidered Top sz Large","Completed","Texas","California","44.00","4.99","0.00","4.40","1.92","0.00","0.00","37.68","4.04","0.00","0.00","0.00","0.00"
"m99635151327","2023-10-05","","2023-10-13","Columbia Snow Suit Snuggly Bunny Bunting 12-18 Mos NWT","Completed","New York","California","60.00","7.99","0.00","6.00","2.47","0.00","0.00","51.53","2.72","0.00","0.00","0.00","0.00"
"m57339707996","2023-10-09","","2023-10-14","Paris Eiffel Tower Canvas Storage Containers x 3","Completed","New York","California","20.00","7.99","0.00","2.00","1.31","0.00","0.00","16.69","2.41","0.00","0.00","0.00","0.00"
"m72057262475","2023-10-07","","2023-10-15","Summer Tropical Fruit Kitchen Sink Mats Set of TWO","Completed","California","California","18.00","7.99","0.00","1.80","1.25","0.00","0.00","14.95","1.58","0.00","0.00","0.00","0.00"
"m80340400690","2023-10-07","","2023-10-15","KitchenAid LAVENDER CREAM 14 Pc Utensil Gadget Set NWT","Completed","Arkansas","California","50.00","10.99","0.00","5.00","2.27","0.00","0.00","42.73","5.26","0.00","0.00","0.00","0.00"
"m28061542664","2023-10-08","","2023-10-15","Farmhouse Sunflowers Lazy Susan","Completed","Pennsylvania","California","18.00","7.99","0.00","1.80","1.25","0.00","0.00","14.95","1.56","0.00","0.00","0.00","0.00"
"m59340906892","2023-10-13","","2023-10-16","Vampire Bats Trio Hanging Wall Decor Cast Iron Metal NWT Price FIRM","Completed","California","California","25.19","7.99","0.00","2.51","1.46","0.00","0.00","21.22","2.58","0.00","0.00","0.00","0.00"
"m52608970900","2023-10-10","","2023-10-16","The Grinch Holiday Door Greeter NWT","Completed","Texas","California","48.00","10.59","0.00","4.80","2.20","0.00","0.00","41.00","4.83","0.00","0.00","0.00","0.00"
"m94968834981","2023-10-13","","2023-10-17","LIMITED EDITION 2023 Halloween Felt Witch Bird Couple | 2 Birds","Completed","Mississippi","California","22.00","4.99","0.00","2.20","1.28","0.00","0.00","18.52","1.89","0.00","0.00","0.00","0.00"
"m62895015362","2023-10-12","","2023-10-17","Pink Shabby Chic Peonies Napkin Rings | Set of 4","Completed","Maryland","California","15.00","4.30","0.00","1.50","1.06","0.00","0.00","12.44","0.90","0.00","0.00","0.00","0.00"
"m48539968304","2023-10-13","","2023-10-18","Nicki Minaj Trio Perfume Bundle Pink Friday, Queen & Pink Friday Special Edition","Completed","California","California","38.00","7.40","0.00","3.80","1.82","0.00","0.00","32.38","3.33","3.00","0.00","0.00","0.00"
"m17722321738","2023-10-13","","2023-10-19","Day of the Dead Sugar Skull Tablecloth 60x84""","Completed","Washington","California","16.00","7.40","0.00","1.60","1.18","0.00","0.00","13.22","2.36","0.00","0.00","0.00","0.00"
"m25540489837","2023-10-09","","2023-10-19","Farmhouse Lemon Napkin Rings | Set of 4","Completed","Florida","California","16.00","4.99","0.00","1.60","1.11","0.00","0.00","13.29","1.47","0.00","0.00","0.00","0.00"
"m99483477753","2023-10-12","","2023-10-19","Frenchie Boston Terrier Sugar Skull Halloween Pillows TWO","Completed","Texas","California","30.00","10.59","0.00","3.00","1.68","0.00","0.00","25.32","3.35","0.00","0.00","0.00","0.00"
"m55936915136","2023-10-13","","2023-10-20","Corgi Queen Bed Sheets Set | Fall Autumn","Completed","Illinois","California","30.00","7.99","0.00","3.00","1.60","0.00","0.00","25.40","2.75","0.00","0.00","0.00","0.00"
"m68694139519","2023-10-11","","2023-10-20","Serpent Snake Cobra Decorative Waterglobe","Completed","Kansas","California","35.00","10.99","0.00","3.50","1.83","7.01","0.00","22.66","2.63","0.00","0.00","0.00","0.00"
"m53377164592","2023-10-11","","2023-10-21","Frenchie French Bulldog Boston Terrier Pug Plush Throw Blanket","Completed","Texas","California","25.00","7.99","0.00","2.50","1.46","0.00","0.00","21.04","2.72","0.00","0.00","0.00","0.00"
"m51607088428","2023-10-19","","2023-10-21","Boston Terrier Frenchie Halloween Kitchen Towel Set","Completed","Maryland","California","12.00","4.99","0.00","1.20","0.99","0.00","0.00","9.81","0.72","0.00","0.00","0.00","0.00"
"m30262449810","2023-10-12","","2023-10-22","Jane & Berry Terrier Dog Carryon Luggage","Completed","Alabama","California","102.00","14.00","0.00","10.20","3.86","0.00","0.00","87.94","8.16","0.00","0.00","0.00","0.00"
"m66823890754","2023-10-16","","2023-10-22","Betsey Johnson Chili Pepper Throw Blanke","Completed","New Jersey","California","22.00","7.99","0.00","2.20","1.37","0.00","0.00","18.43","1.99","0.00","0.00","0.00","0.00"
"m82812055122","2023-10-14","","2023-10-23","Farmhouse Sunflower Sink Mats | Set of TWO","Completed","Texas","California","22.80","9.50","0.00","2.28","1.44","0.00","0.00","19.08","2.66","3.00","0.00","0.00","0.00"
"m93276657832","2023-10-12","","2023-10-23","Bronze Vintage Drawer Pulls Set of 8","Completed","Tennessee","California","21.00","7.99","0.00","2.10","1.34","0.00","0.00","17.56","2.83","0.00","0.00","0.00","0.00"
"m34719377059","2023-10-15","","2023-10-25","Godinger Pink Crystal Decanter | 28 oz","Completed","New York","California","24.00","7.99","0.00","2.40","1.43","0.00","0.00","20.17","2.56","0.00","0.00","0.00","0.00"
"m16189936287","2023-10-21","","2023-10-25","Dachshund Doxie Dog Hair Clips x 3","Completed","New York","California","18.00","4.99","0.00","1.80","1.17","0.00","0.00","15.03","1.84","0.00","0.00","0.00","0.00"
"m54102765171","2023-10-17","","2023-10-25","Wild Flowers Sink Mats | Set of TWO","Completed","Oklahoma","California","18.00","7.99","0.00","1.80","1.25","0.00","0.00","14.95","1.65","0.00","0.00","0.00","0.00"
"m33799207681","2023-10-16","","2023-10-25","Frenchie French Bulldog Pink Plush Throw Blanket","Completed","Texas","California","22.00","7.99","0.00","2.20","1.37","0.00","0.00","18.43","2.47","0.00","0.00","0.00","0.00"
"m16770390852","2023-10-21","","2023-10-25","KitchenAid Pink Ice Cream Scoop","Completed","Iowa","California","18.00","4.99","0.00","1.80","1.17","0.00","0.00","15.03","1.26","0.00","0.00","0.00","0.00"
"m50400694288","2023-10-20","","2023-10-26","Haunted Manor Three Trio Bats Wall Hanging Art","Completed","California","California","24.00","7.99","0.00","2.40","1.43","0.00","0.00","20.17","2.28","0.00","0.00","0.00","0.00"
"m50998343534","2023-10-19","","2023-10-26","Rachel Ashwell THE FARMHOUSE Shabby Chic Floral CAL KING Sheets 100% Cotton","Completed","Indiana","California","71.00","10.99","0.00","7.10","2.88","0.00","0.00","61.02","5.74","0.00","0.00","0.00","0.00"
"m91423152955","2023-10-20","","2023-10-26","Fall Autumn Pumpkin Spice Latte Hedgehog Fox & Owl Plush Throw Blanket","Completed","Minnesota","California","28.00","7.99","0.00","2.80","1.54","0.00","0.00","23.66","2.65","0.00","0.00","0.00","0.00"
"m67747037557","2023-10-24","","2023-10-27","Mushroom Oversized Decorative Throw NWT","Completed","California","California","25.00","7.99","0.00","2.50","1.46","0.00","0.00","21.04","2.34","0.00","0.00","0.00","0.00"
